checkpoint_while_training,clip_grad_norm,data_max_length,data_n_classes,data_order,debug,finish_time,inference,learner_inner_lr,learner_meta_lr,learner_model_name,learner_type,model_name,name,replay_every,replay_rate,save_freq,seed,test_accuracy,test_f1,test_precision,test_recall,training_batch_size,training_device,training_epochs,training_log_freq,training_save_freq,training_valid_freq,updates,validation_accuracy,validation_f1,validation_precision,validation_recall,version,wandb,write_prob,delete_previous_checkpoint,save_optimizer_state,learner_dataset,learner_lr,learner_data_alternating_n_samples_per_switch,learner_data_alternating_relative_frequencies,learner_data_alternating_tasks,training_n_validation_samples,training_validate_freq,data_alternating_n_samples_per_switch,data_alternating_relative_frequencies,data_alternating_tasks,learner_relearning_task,debug_data,debug_logging,learner_samples_per_task
1.0,25.0,448.0,33.0,1.0,0.0,2021-02-02 19:59:32.463171,0.0,0.003,1e-05,bert,oml,bert,oml-lr-hyperopt,9600.0,0.01,60.0,42.0,0.7545263157894737,0.7605025640231269,0.7713923308616808,0.7549133699207273,16.0,cuda,1.0,50.0,5000.0,100.0,5.0,0.7528400000000001,0.7601684720465445,0.7722436712237458,0.7530383315700323,0.0,1.0,1.0,,,,,,,,,,,,,,,,
1.0,25.0,448.0,33.0,1.0,0.0,2021-02-02 20:01:11.115236,0.0,0.001,2.9999999999999997e-05,bert,oml,bert,oml-lr-hyperopt,9600.0,0.01,60.0,42.0,0.7450263157894736,0.7509001985468643,0.7667113493031603,0.7457035204924025,16.0,cuda,1.0,50.0,5000.0,100.0,5.0,0.74516,0.7519604991977494,0.7693772641624896,0.7463371085615095,0.0,1.0,1.0,,,,,,,,,,,,,,,,
1.0,25.0,448.0,33.0,1.0,0.0,2021-02-02 20:04:03.033585,0.0,0.001,1e-05,bert,oml,bert,oml-lr-hyperopt,9600.0,0.01,60.0,42.0,0.7518947368421054,0.7584776854545117,0.7700881046780725,0.752267897482827,16.0,cuda,1.0,50.0,5000.0,100.0,5.0,0.7529199999999999,0.7601989494897511,0.7726593423617876,0.7532424576070962,0.0,1.0,1.0,,,,,,,,,,,,,,,,
1.0,25.0,448.0,33.0,2.0,0.0,2021-02-02 20:07:52.844133,0.0,0.001,1e-05,bert,oml,bert,oml-lr-hyperopt,9600.0,0.01,60.0,42.0,0.7605263157894736,0.7590831780435987,0.7689464258878111,0.7610637944715106,16.0,cuda,1.0,50.0,5000.0,100.0,5.0,0.7630000000000001,0.7625559031516881,0.7720619193025973,0.7632374123424308,0.0,1.0,1.0,,,,,,,,,,,,,,,,
1.0,25.0,448.0,33.0,2.0,0.0,2021-02-02 20:09:57.505973,0.0,0.003,1e-05,bert,oml,bert,oml-lr-hyperopt,9600.0,0.01,60.0,42.0,0.7583157894736842,0.7552734122749419,0.7673529469789477,0.759161200214037,16.0,cuda,1.0,50.0,5000.0,100.0,5.0,0.7587600000000001,0.7573899262374499,0.7688101061833436,0.7594918506806577,0.0,1.0,1.0,,,,,,,,,,,,,,,,
1.0,25.0,448.0,33.0,2.0,0.0,2021-02-02 20:10:09.177520,0.0,0.001,2.9999999999999997e-05,bert,oml,bert,oml-lr-hyperopt,9600.0,0.01,60.0,42.0,0.7582105263157894,0.7564099011957488,0.7670098834938857,0.7589315285901133,16.0,cuda,1.0,50.0,5000.0,100.0,5.0,0.758,0.7570678008048412,0.7689689424062017,0.7587959996137558,0.0,1.0,1.0,,,,,,,,,,,,,,,,
1.0,25.0,448.0,33.0,1.0,0.0,2021-02-02 22:29:00.044884,0.0,0.003,3e-05,bert,oml,bert,oml-lr-hyperopt,9600.0,0.01,60.0,42.0,0.7385526315789475,0.7389245585041475,0.7552748658484283,0.7389977055104391,16.0,cuda,1.0,50.0,5000.0,100.0,5.0,0.7412,0.7437307564992276,0.7601698005007137,0.7420218325133078,0.0,1.0,1.0,,,,,,,,,,,,,,,,
1.0,25.0,448.0,33.0,2.0,0.0,2021-02-02 22:29:42.745465,0.0,0.003,2.9999999999999997e-05,bert,oml,bert,oml-lr-hyperopt,9600.0,0.01,60.0,42.0,0.7537894736842106,0.7475756847941428,0.7610393481150768,0.7543093158379378,16.0,cuda,1.0,50.0,5000.0,100.0,5.0,0.75448,0.7504012348392678,0.7665539981532479,0.7553677974010718,0.0,1.0,1.0,,,,,,,,,,,,,,,,
1.0,25.0,448.0,33.0,3.0,0.0,2021-02-02 22:35:58.175585,0.0,0.001,3e-05,bert,oml,bert,oml-lr-hyperopt,9600.0,0.01,60.0,42.0,0.7297105263157895,0.7136660934785113,0.7481405965537951,0.7308665713595898,16.0,cuda,1.0,50.0,5000.0,100.0,5.0,0.7292400000000001,0.715097670123421,0.7481882756291429,0.7314847037727074,0.0,1.0,1.0,,,,,,,,,,,,,,,,
1.0,25.0,448.0,33.0,3.0,0.0,2021-02-02 22:37:00.152049,0.0,0.001,1e-05,bert,oml,bert,oml-lr-hyperopt,9600.0,0.01,60.0,42.0,0.7565000000000001,0.7569448410996324,0.7683251901944235,0.7572471872839989,16.0,cuda,1.0,50.0,5000.0,100.0,5.0,0.7547200000000001,0.7549572711075919,0.7663460370217995,0.7549836417956558,0.0,1.0,1.0,,,,,,,,,,,,,,,,
1.0,25.0,448.0,33.0,3.0,0.0,2021-02-02 22:40:39.919909,0.0,0.003,1e-05,bert,oml,bert,oml-lr-hyperopt,9600.0,0.01,60.0,42.0,0.7567894736842106,0.7575218559479742,0.7696230976858661,0.7573573468730491,16.0,cuda,1.0,50.0,5000.0,100.0,5.0,0.754,0.7549162946706541,0.7677199644968741,0.7545987140183891,0.0,1.0,1.0,,,,,,,,,,,,,,,,
