checkpoint_while_training,clip_grad_norm,data_max_length,data_n_classes,data_order,debug,finish_time,inference,learner_inner_lr,learner_lr,learner_meta_lr,learner_model_name,learner_type,model_name,name,replay_every,replay_rate,save_freq,seed,training_batch_size,training_device,training_epochs,training_log_freq,training_save_freq,training_valid_freq,updates,validation_accuracy,validation_precision,version,wandb,write_prob
1.0,25.0,448.0,33.0,1.0,0.0,2021-02-02 11:58:24.099765,0.0,0.001,3e-05,1e-05,bert,agem,bert,,9600.0,0.01,60.0,42.0,16.0,cuda,1.0,50.0,5000.0,100.0,5.0,0.7,0.8,0.0,0.0,1.0
